GO_id,GO_description,Pathway,Description,incorrect
GO:0034270,Cvt complex,Mitochondrial dynamics and surveillance > Autophagy,"The Cvt complex mediates a specific type of autophagy, a cellular process for degrading and recycling cellular components, which is closely related to mitophagy.",False
GO:0010326,methionine-oxo-acid transaminase activity,Metabolism > Amino acid metabolism,"This enzymatic activity is directly involved in the transamination of methionine, a fundamental process within amino acid metabolism.",False
GO:0003872,6-phosphofructokinase activity,Metabolism > Carbohydrate metabolism,"6-phosphofructokinase is a key regulatory enzyme in glycolysis, the primary pathway for carbohydrate breakdown, which feeds into mitochondrial metabolism.",False
GO:0034099,luminal surveillance complex,"Protein import, sorting and homeostasis > Protein homeostasis","This complex is involved in protein quality control and degradation, representing a general cellular mechanism for protein homeostasis, analogous to mitochondrial protein quality control.",False
GO:0000214,tRNA-intron endonuclease complex,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing,"This complex is essential for splicing introns from precursor tRNAs, a critical step in the maturation of mitochondrial tRNAs often derived from polycistronic transcripts.",False
GO:0006623,protein targeting to vacuole,"Protein import, sorting and homeostasis","This term describes a protein sorting process, which broadly relates to protein localization and homeostasis, aligning with this general category in the hierarchy.",False
GO:0102559,peptide chain release factor N(5)-glutamine methyltransferase activity,Mitochondrial central dogma > Translation > Translation factors,"This enzymatic activity modifies a peptide chain release factor, a key component of the mitochondrial translation machinery.",False
GO:0018773,acetylpyruvate hydrolase activity,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,"Acetylpyruvate is a derivative of pyruvate, and its hydrolysis is directly related to the metabolism of pyruvate, a central mitochondrial carbohydrate intermediate.",False
GO:0050163,oxaloacetate tautomerase activity,Metabolism > Carbohydrate metabolism > TCA cycle,"Oxaloacetate is a crucial intermediate in the TCA cycle, and an enzyme acting on it directly participates in this central mitochondrial metabolic pathway.",False
GO:1904547,regulation of cellular response to glucose starvation,Signaling,"Mitochondria are central to sensing and responding to nutrient availability, and the regulation of this cellular response involves complex mitochondrial signaling pathways.",False
GO:0000973,post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery,Signaling,"Although this process is nuclear, it represents a regulatory mechanism for nuclear gene expression, which can indirectly influence the synthesis of nuclear-encoded mitochondrial proteins and overall cellular signaling pathways that impact mitochondrial function.",False
GO:0034394,protein localization to cell surface,Signaling,"Proteins localized to the cell surface often function as receptors or transporters involved in cellular signaling, which can transmit information to the cell interior and ultimately influence mitochondrial activity and homeostasis.",False
GO:0061668,mitochondrial ribosome assembly,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,"This GO term directly describes the process of forming functional ribosomes within the mitochondria, which is a key component of mitochondrial protein synthesis.",False
GO:0012505,endomembrane system,No appropriate pathway,"While mitochondria are not part of the endomembrane system, components like the endoplasmic reticulum form crucial contact sites (MAMs) with mitochondria, which are vital for lipid metabolism, calcium signaling, and mitochondrial dynamics.",False
GO:0097250,mitochondrial respirasome assembly,OXPHOS > Respirasome assembly,"This GO term precisely describes the formation of supercomplexes of the mitochondrial electron transport chain, which is a direct and specific process within the OXPHOS pathway.",False
GO:0090422,thiamine pyrophosphate transmembrane transporter activity,Metabolism > Vitamin metabolism > Vitamin B1 metabolism,"Thiamine pyrophosphate (TPP), a derivative of Vitamin B1, is a crucial cofactor for mitochondrial metabolic enzymes, and its transport is integral to its mitochondrial utilization.",False
GO:0006813,potassium ion transport,Small molecule transport,"Potassium ion transport is a fundamental process for maintaining mitochondrial membrane potential and osmotic balance, falling under general small molecule transport.",False
GO:0006544,glycine metabolic process,Metabolism > Amino acid metabolism > Glycine metabolism,"Glycine metabolism, including the glycine cleavage system, is a well-established mitochondrial metabolic pathway.",False
GO:0051453,regulation of intracellular pH,Signaling,"Mitochondria play a key role in regulating intracellular pH through proton dynamics and ion exchange, representing a critical homeostatic signaling function.",False
GO:0098718,serine import across plasma membrane,No appropriate pathway,"While this GO term describes serine import across the plasma membrane, serine is a substrate for mitochondrial serine metabolism, making this the most relevant pathway within the mitochondrial hierarchy.",False
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",Metabolism > Amino acid metabolism,This enzymatic activity is characteristic of various enzymes involved in the breakdown or modification of amino acids and related nitrogen-containing compounds within mitochondrial metabolism.,False
GO:1901289,succinyl-CoA catabolic process,Metabolism > Carbohydrate metabolism > TCA cycle,"Succinyl-CoA is a central intermediate in the TCA cycle, and its catabolism is an integral part of this core mitochondrial metabolic pathway.",False
GO:0005198,structural molecule activity,Mitochondrial central dogma > Translation > Mitochondrial ribosome,"This general molecular function describes components that provide physical support, and the mitochondrial ribosome is a complex primarily composed of structural molecules essential for its function.",False
GO:0140580,mitochondrion autophagosome adaptor activity,Mitochondrial dynamics and surveillance > Mitophagy,"This GO term directly describes the function of proteins that link damaged mitochondria to the autophagosomal machinery, which is the core process of mitophagy.",False
GO:0001046,core promoter sequence-specific DNA binding,Mitochondrial central dogma > mtRNA metabolism > Transcription,"This activity is fundamental to the initiation of gene transcription from mitochondrial DNA, a key process within mitochondrial RNA metabolism.",False
GO:0051990,(R)-2-hydroxyglutarate dehydrogenase activity,Metabolism > Amino acid metabolism > Glutamate metabolism,"(R)-2-hydroxyglutarate dehydrogenase converts (R)-2-hydroxyglutarate to alpha-ketoglutarate, a key intermediate in glutamate metabolism and the TCA cycle.",False
GO:0004518,nuclease activity,Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay,"Nuclease activity is essential for the degradation of damaged or excess mitochondrial DNA, contributing to mtDNA stability and turnover.",False
GO:0006886,intracellular protein transport,"Protein import, sorting and homeostasis > Protein import and sorting","This GO term describes the movement of proteins within the cell, which for mitochondria primarily involves the import of nuclear-encoded proteins from the cytosol into the organelle.",False
GO:0006887,exocytosis,No appropriate pathway,"While exocytosis is not a direct mitochondrial process, mitochondria play a critical role in regulating cellular calcium homeostasis, which is a key signaling pathway controlling exocytosis.",False
GO:0006567,L-threonine catabolic process,Metabolism > Amino acid metabolism,"This GO term describes the breakdown of the amino acid L-threonine, which is a fundamental process within the broader category of mitochondrial amino acid metabolism.",False
GO:0004430,1-phosphatidylinositol 4-kinase activity,Metabolism > Lipid metabolism > Phospholipid metabolism,"This enzyme activity directly modifies a phospholipid (phosphatidylinositol), which is a core process within lipid metabolism.",False
GO:0004458,D-lactate dehydrogenase (cytochrome) activity,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,"This enzyme catalyzes the conversion of D-lactate to pyruvate, a direct step within carbohydrate metabolism involving pyruvate.",False
GO:0016197,endosomal transport,Mitochondrial dynamics and surveillance > Trafficking,"Endosomal transport is a cellular trafficking mechanism that can interact with and influence mitochondrial processes, such as mitophagy and organelle contact sites.",False
GO:0004791,thioredoxin-disulfide reductase (NADPH) activity,Metabolism > Detoxification > ROS and glutathione metabolism,"This enzyme is a key component of the thioredoxin system, a major antioxidant defense mechanism crucial for mitigating reactive oxygen species (ROS) in mitochondria.",False
GO:0051666,actin cortical patch localization,Mitochondrial dynamics and surveillance > Trafficking,"Actin cytoskeleton organization, including cortical patches, plays a critical role in the movement, positioning, and overall trafficking of mitochondria within the cell.",False
GO:1903475,mitotic actomyosin contractile ring assembly,Mitochondrial dynamics and surveillance,"This process is a key event in cell division, which directly impacts mitochondrial partitioning and dynamics within daughter cells, thus falling under the broader surveillance of mitochondrial behavior during cellular processes.",False
GO:0004175,endopeptidase activity,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases","Mitochondrial endopeptidases are crucial for processing imported proteins, quality control, and degradation of misfolded or damaged proteins within the organelle.",False
GO:0006433,prolyl-tRNA aminoacylation,Mitochondrial central dogma > Translation > mt-tRNA synthetases,"This process is carried out by mitochondrial aminoacyl-tRNA synthetases, which are essential components of the mitochondrial translation machinery.",False
GO:0000151,ubiquitin ligase complex,Mitochondrial dynamics and surveillance > Mitophagy,"Ubiquitin ligase complexes play a critical role in marking damaged mitochondria for degradation via mitophagy, a key mitochondrial quality control pathway.",False
GO:0030162,regulation of proteolysis,"Protein import, sorting and homeostasis > Protein homeostasis","The regulation of protein degradation is fundamental to maintaining the balance of mitochondrial proteins and overall protein quality, which is central to mitochondrial protein homeostasis.",False
GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,No appropriate pathway,"This compartment is part of the cellular secretory pathway, which forms extensive contact sites with mitochondria (e.g., ER-mitochondria contact sites), influencing mitochondrial function and dynamics.",False
GO:1990112,RQC complex,"Protein import, sorting and homeostasis > Protein homeostasis","The RQC complex is involved in ribosome-associated quality control, leading to the degradation of defective nascent polypeptides, which is a crucial aspect of maintaining cellular protein homeostasis.",False
GO:0005987,sucrose catabolic process,Metabolism > Carbohydrate metabolism,"This process directly involves the breakdown of a carbohydrate (sucrose), feeding into central metabolic pathways that are extensively linked to mitochondrial function.",False
GO:0005628,prospore membrane,No appropriate pathway,"The prospore membrane is a key structure in sporulation, a major cellular developmental process that involves significant reorganization and inheritance of mitochondria, thus falling under the broad category of mitochondrial dynamics and surveillance within the cellular context.",False
GO:0005834,heterotrimeric G-protein complex,Signaling > cAMP-PKA signaling,"Heterotrimeric G-proteins are central components of signal transduction pathways, including the cAMP-PKA pathway, which has known roles in regulating mitochondrial functions.",False
GO:0000056,ribosomal small subunit export from nucleus,Mitochondrial central dogma > Translation,"This process is essential for the biogenesis of cytoplasmic ribosomes, which synthesize nuclear-encoded proteins, including many destined for mitochondrial import, thus indirectly supporting mitochondrial function.",False
GO:0031405,lipoic acid binding,Metabolism > Lipid metabolism > Lipoate insertion,"Lipoic acid is a crucial cofactor for several mitochondrial metabolic enzymes, and its binding is integral to its function and insertion into these enzymes.",False
GO:0031321,ascospore-type prospore assembly,No appropriate pathway,"While a fungal-specific developmental process, it involves significant cellular membrane remodeling and compartmentalization, which broadly relates to the themes of organelle dynamics and cellular structural changes.",False
GO:0004806,triacylglycerol lipase activity,Metabolism > Lipid metabolism > Fatty acid oxidation,"This enzymatic activity breaks down triacylglycerols, providing fatty acids that serve as primary substrates for mitochondrial beta-oxidation.",False
GO:1903395,regulation of secondary cell septum biogenesis,Mitochondrial dynamics and surveillance,"This process involves the regulation of cellular structural formation and membrane remodeling, which broadly aligns with the themes of organelle dynamics and cellular structural changes, though it is a fungal-specific process.",False
GO:0042124,"1,3-beta-glucanosyltransferase activity",Metabolism > Carbohydrate metabolism,"This enzyme activity involves the synthesis or modification of glucans, which are carbohydrates, thus fitting into general carbohydrate metabolism.",False
GO:0005769,early endosome,No appropriate pathway,"Early endosomes are known to form physical contact sites with mitochondria, facilitating inter-organelle communication and material exchange.",False
GO:0051285,cell cortex of cell tip,Mitochondrial dynamics and surveillance > Trafficking,"The cell cortex and associated cytoskeleton are critical for the directed movement and positioning of mitochondria within the cell, especially in polarized regions like the cell tip.",False
GO:0005687,U4 snRNP,"Protein import, sorting and homeostasis","U4 snRNP is a nuclear component essential for splicing pre-mRNAs, including those encoding mitochondrial proteins, which are then imported to maintain mitochondrial protein homeostasis.",False
GO:0042843,D-xylose catabolic process,Metabolism > Carbohydrate metabolism,"D-xylose catabolism is the breakdown of a pentose sugar, which is a fundamental process within carbohydrate metabolism.",False
GO:0030976,thiamine pyrophosphate binding,Metabolism > Vitamin metabolism > Vitamin B1 metabolism,Thiamine pyrophosphate (TPP) is the active form of Vitamin B1 and a crucial cofactor for several mitochondrial metabolic enzymes.,False
GO:0006109,regulation of carbohydrate metabolic process,Metabolism > Carbohydrate metabolism,"This GO term describes the control mechanisms governing carbohydrate metabolism, a major mitochondrial function, without specifying a particular sub-pathway.",False
GO:0008681,2-octaprenyl-6-methoxyphenol hydroxylase activity,Metabolism > Metals and cofactors > Coenzyme Q metabolism,"This enzyme activity is a specific step in the biosynthesis pathway of ubiquinone (Coenzyme Q), an essential electron carrier in the mitochondrial OXPHOS system.",False
GO:0031071,cysteine desulfurase activity,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,"Cysteine desulfurases provide sulfur for the assembly of iron-sulfur (Fe-S) clusters, which are vital cofactors for numerous mitochondrial proteins.",False
GO:0043047,single-stranded telomeric DNA binding,Mitochondrial central dogma > mtDNA maintenance,"Although mitochondrial DNA is circular and lacks telomeres, any protein with DNA binding activity found in mitochondria would broadly contribute to the maintenance of the mitochondrial genome.",False
GO:0070773,protein-N-terminal glutamine amidohydrolase activity,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases","This activity involves the modification of proteins by cleaving an amide bond, which is a function typically performed by proteases as part of protein homeostasis.",False
GO:0006334,nucleosome assembly,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,"Although mitochondria do not form nucleosomes, this GO term describes a process of DNA organization, and the mitochondrial nucleoid is the analogous structure for mtDNA packaging.",False
GO:0008429,phosphatidylethanolamine binding,Metabolism > Lipid metabolism > Phospholipid metabolism,"Phosphatidylethanolamine is a key phospholipid, and proteins binding it are often involved in its synthesis, modification, or integration into membranes, which falls under phospholipid metabolism.",False
GO:0141152,glycerol-3-phosphate dehydrogenase (NAD+) activity,Metabolism > Carbohydrate metabolism > Glycerol phosphate shuttle,"This enzyme activity is a defining component of the mitochondrial glycerol phosphate shuttle, which transfers reducing equivalents into the mitochondria.",False
GO:0008559,ABC-type xenobiotic transporter activity,Metabolism > Detoxification > Xenobiotic metabolism,The transport of xenobiotic compounds by ABC transporters is an integral part of the overall process of xenobiotic metabolism and detoxification within the mitochondria.,False
GO:1900103,positive regulation of endoplasmic reticulum unfolded protein response,Signaling > Calcium homeostasis,Positive regulation of ER UPR often involves or impacts mitochondrial calcium homeostasis due to the extensive crosstalk between the ER and mitochondria in cellular stress responses.,False
GO:0006898,receptor-mediated endocytosis,Mitochondrial dynamics and surveillance > Organelle contact sites,"Receptor-mediated endocytosis leads to the formation of endosomes, which are known to establish physical and functional contact sites with mitochondria, influencing various mitochondrial processes.",False
GO:0004760,L-serine-pyruvate transaminase activity,Metabolism > Amino acid metabolism > Serine metabolism,"L-serine-pyruvate transaminase is an enzyme directly involved in the metabolic pathway of serine, a key component of mitochondrial amino acid metabolism.",False
GO:0002181,cytoplasmic translation,"Protein import, sorting and homeostasis > Protein import and sorting","Cytoplasmic translation produces the vast majority of mitochondrial proteins, which are subsequently imported into the organelle via the mitochondrial protein import and sorting machinery.",False
GO:0089713,Cbf1-Met4-Met28 complex,Metabolism > Sulfur metabolism,"The Cbf1-Met4-Met28 complex is a transcriptional regulator primarily involved in sulfur assimilation and methionine biosynthesis, placing it directly within the broader sulfur metabolism pathway.",False
GO:0051082,unfolded protein binding,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones","Unfolded protein binding is a primary function of chaperones, which are essential for maintaining protein homeostasis within mitochondria by assisting in protein folding and preventing aggregation.",False
GO:0000010,heptaprenyl diphosphate synthase activity,Metabolism > Metals and cofactors > Coenzyme Q metabolism,"Heptaprenyl diphosphate synthase activity is a key enzymatic step in the biosynthesis pathway of coenzyme Q, an essential electron carrier in the mitochondrial electron transport chain.",False
GO:0004092,carnitine O-acetyltransferase activity,Metabolism > Metals and cofactors > Carnitine shuttle,"Carnitine O-acetyltransferase activity is a critical enzymatic step within the carnitine shuttle system, facilitating the transport of acetyl groups across the mitochondrial membrane for energy metabolism.",False
GO:0006426,glycyl-tRNA aminoacylation,Mitochondrial central dogma > Translation > mt-tRNA synthetases,"Glycyl-tRNA aminoacylation is the process by which glycyl-tRNA synthetase charges mitochondrial tRNA-Gly, a fundamental step required for mitochondrial protein translation.",False
GO:1903136,cuprous ion binding,Metabolism > Metals and cofactors > Copper metabolism,"Cuprous ion binding is a molecular function directly related to copper metabolism, as copper is an essential cofactor for several mitochondrial enzymes, including components of the electron transport chain.",False
GO:0004810,CCA tRNA nucleotidyltransferase activity,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,"This enzyme adds the crucial CCA sequence to the 3' end of mitochondrial tRNAs, a modification essential for their aminoacylation and function in mitochondrial translation.",False
GO:0004831,tyrosine-tRNA ligase activity,Mitochondrial central dogma > Translation > mt-tRNA synthetases,"This enzyme, tyrosyl-tRNA synthetase, is responsible for attaching tyrosine to its cognate mitochondrial tRNA, a fundamental step in mitochondrial protein synthesis.",False
GO:0000150,DNA strand exchange activity,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,"DNA strand exchange is a key step in homologous recombination, a major pathway for repairing damaged mitochondrial DNA and maintaining its integrity.",False
GO:0030134,COPII-coated ER to Golgi transport vesicle,No appropriate pathway,"This GO term describes a general cellular protein and lipid transport process from the ER to the Golgi, which, while not directly mitochondrial, is part of the broader cellular protein handling system.",False
GO:0140504,microlipophagy,Mitochondrial dynamics and surveillance > Autophagy,"Microlipophagy is a specific form of autophagy, a cellular degradation process that is closely linked to overall cellular homeostasis and quality control, including mitochondrial health.",False
GO:0005797,Golgi medial cisterna,Mitochondrial dynamics and surveillance > Organelle contact sites,"Although the Golgi is not a mitochondrial compartment, it can form contact sites with mitochondria for inter-organelle communication and lipid exchange, which falls under the broader category of organelle dynamics.",False
GO:0030943,mitochondrion targeting sequence binding,"Protein import, sorting and homeostasis > Protein import and sorting","This molecular function describes the binding of specific sequences that direct proteins to mitochondria, a critical initial step in the overall protein import and sorting pathway.",False
GO:0030866,cortical actin cytoskeleton organization,Mitochondrial dynamics and surveillance > Trafficking,"The organization of the cortical actin cytoskeleton can influence the intracellular positioning and movement (trafficking) of mitochondria, which is a key aspect of mitochondrial dynamics.",False
GO:0015297,antiporter activity,Small molecule transport > SLC25A family,"Antiporter activity is a common mechanism for mitochondrial solute carriers, particularly members of the SLC25A family, which facilitate the exchange of metabolites and nucleotides across the inner mitochondrial membrane.",False
GO:0042973,"glucan endo-1,3-beta-D-glucosidase activity",No appropriate pathway,"This enzymatic activity involves the breakdown of glucans, which are carbohydrates; while not a direct mitochondrial process, the resulting monosaccharides or their derivatives would feed into general carbohydrate metabolism pathways, some of which occur in mitochondria.",False
GO:0005960,glycine cleavage complex,Metabolism > Amino acid metabolism > Glycine metabolism > Glycine cleavage system,The glycine cleavage complex is the primary enzyme system responsible for glycine catabolism within the mitochondrial matrix.,False
GO:0032934,sterol binding,Metabolism > Lipid metabolism > Cholesterol-associated,"Sterol binding is crucial for the transport and metabolism of sterols, including cholesterol, which is a precursor for steroid hormones synthesized in mitochondria.",False
GO:0032991,protein-containing complex,"Protein import, sorting and homeostasis","This general term describes a fundamental organizational unit of proteins, which are managed and assembled within the mitochondrion under the umbrella of protein homeostasis.",False
GO:0006101,citrate metabolic process,Metabolism > Carbohydrate metabolism > TCA cycle,"Citrate is a central intermediate of the TCA cycle, a major metabolic pathway occurring in the mitochondrial matrix.",False
GO:0008948,oxaloacetate decarboxylase activity,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,"Oxaloacetate decarboxylase activity converts oxaloacetate to pyruvate, a key step linking the TCA cycle and gluconeogenesis to pyruvate metabolism.",False
GO:0008962,phosphatidylglycerophosphatase activity,Metabolism > Lipid metabolism > Cardiolipin synthesis,"This enzyme activity is directly involved in the synthesis of phosphatidylglycerol, a precursor for cardiolipin, a crucial phospholipid of the inner mitochondrial membrane.",False
GO:0006289,nucleotide-excision repair,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,Nucleotide-excision repair is a DNA repair mechanism essential for maintaining the integrity and stability of mitochondrial DNA (mtDNA).,False
GO:0141148,enoyl-[acyl-carrier-protein] reductase (NADPH) activity,Metabolism > Lipid metabolism > Type II fatty acid synthesis,"This enzyme activity is a key component of the mitochondrial Type II fatty acid synthesis (mtFASII) pathway, which produces essential fatty acid precursors.",False
GO:2000238,regulation of tRNA export from nucleus,Signaling,"This GO term describes a regulatory process concerning tRNA availability. As a form of cellular regulation, it is broadly categorized under Signaling.",False
GO:0070146,mitochondrial aspartyl-tRNA aminoacylation,Mitochondrial central dogma > Translation > mt-tRNA synthetases,"This process involves the attachment of aspartate to its corresponding mitochondrial tRNA, a function performed by mitochondrial tRNA synthetases crucial for mitochondrial protein translation.",False
GO:0009117,nucleotide metabolic process,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,"Mitochondria are actively involved in the synthesis and processing of nucleotides, which are essential for mtDNA replication and mtRNA synthesis.",False
GO:0007131,reciprocal meiotic recombination,No appropriate pathway,"While primarily a nuclear process, reciprocal meiotic recombination involves DNA rearrangement and repair mechanisms, functionally analogous to the mtDNA repair pathways found within mitochondria.",False
GO:0032120,ascospore-type prospore membrane formation,Metabolism > Lipid metabolism > Phospholipid metabolism,"Mitochondria are crucial for the synthesis of phospholipids, which are fundamental building blocks required for the formation of all cellular membranes, including the prospore membrane.",False
GO:0071763,nuclear membrane organization,Metabolism > Lipid metabolism > Phospholipid metabolism,"Mitochondria contribute to the synthesis of phospholipids, which are essential lipid components for the structural integrity and organization of all cellular membranes, including the nuclear membrane.",False
GO:0032139,dinucleotide insertion or deletion binding,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,"This process describes the recognition of DNA lesions, a critical step in DNA repair pathways, directly aligning with the mitochondrial machinery for mtDNA repair.",False
GO:0032137,guanine/thymine mispair binding,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,This process is a fundamental step in recognizing and initiating the repair of errors in mitochondrial DNA.,False
GO:0034498,early endosome to Golgi transport,Mitochondrial dynamics and surveillance,"Although not a direct mitochondrial process, this cellular trafficking pathway is broadly related to the overall organization and interaction of organelles within the cellular environment where mitochondria reside.",False
GO:0034478,phosphatidylglycerol catabolic process,Metabolism > Lipid metabolism > Phospholipid metabolism,Phosphatidylglycerol is a key phospholipid whose catabolism is part of the broader lipid metabolism occurring within mitochondria.,False
GO:0034599,cellular response to oxidative stress,Metabolism > Detoxification > ROS and glutathione metabolism,"Mitochondria are a major source and target of reactive oxygen species, and cellular responses to oxidative stress often involve mitochondrial detoxification pathways.",False
GO:0046856,phosphatidylinositol dephosphorylation,Metabolism > Lipid metabolism > Phospholipid metabolism,"Phosphatidylinositol is a phospholipid, and its dephosphorylation is a metabolic process that can occur in or influence mitochondria, impacting signaling and membrane dynamics.",False
GO:0004616,phosphogluconate dehydrogenase (decarboxylating) activity,Metabolism > Carbohydrate metabolism,"This enzyme activity is a fundamental part of carbohydrate metabolism, contributing to cellular energy and redox balance, which indirectly supports mitochondrial function.",False
GO:0004630,phospholipase D activity,Metabolism > Lipid metabolism > Phospholipid metabolism,"Phospholipase D directly acts on phospholipids, a core process within lipid metabolism, with implications for mitochondrial membrane structure and signaling.",False
GO:0004729,oxygen-dependent protoporphyrinogen oxidase activity,Metabolism > Metals and cofactors > Heme synthesis and processing,This enzyme catalyzes a crucial oxygen-dependent step in the mitochondrial heme biosynthesis pathway.,False
GO:0061077,obsolete chaperone-mediated protein folding,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones","Mitochondria rely on their own chaperone systems to ensure the correct folding and quality control of both imported and mitochondrially synthesized proteins, maintaining protein homeostasis.",False
GO:0006406,mRNA export from nucleus,No appropriate pathway,"While not a direct mitochondrial process, the export of mRNA from the nucleus is an essential prerequisite for the synthesis of nuclear-encoded mitochondrial proteins, which are subsequently imported into the mitochondria.",False
GO:0051792,medium-chain fatty acid biosynthetic process,Metabolism > Lipid metabolism > Type II fatty acid synthesis,"Mitochondria are the site for Type II fatty acid synthesis, which is essential for producing specific fatty acids like octanoic acid, a precursor for lipoic acid.",False
GO:0017171,serine hydrolase activity,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases","Many mitochondrial proteases, crucial for protein quality control and processing, belong to the serine hydrolase family, performing protein catabolism.",False
GO:0015141,succinate transmembrane transporter activity,Small molecule transport > SLC25A family,"The transport of succinate across the mitochondrial membrane is primarily mediated by specific carriers, many of which are members of the SLC25A family of mitochondrial solute carriers.",False
GO:1990116,ribosome-associated ubiquitin-dependent protein catabolic process,"Protein import, sorting and homeostasis > Protein homeostasis","This process describes the degradation of proteins, often nascent or newly synthesized, via a ubiquitin-dependent mechanism, which is a key aspect of cellular protein quality control and homeostasis, impacting the pool of mitochondrial proteins.",False
GO:0004674,protein serine/threonine kinase activity,Signaling > cAMP-PKA signaling,"Protein serine/threonine kinase activity is a fundamental mechanism for signal transduction and regulation, directly involved in various mitochondrial signaling pathways, including the cAMP-PKA pathway.",False
GO:0005615,extracellular space,Signaling > Immune response,"Mitochondrial components released into the extracellular space can act as damage-associated molecular patterns (DAMPs), triggering immune responses.",False
GO:0005816,spindle pole body,Mitochondrial dynamics and surveillance > Trafficking,"The spindle pole body organizes microtubules, which serve as tracks for the trafficking and positioning of mitochondria within the cell.",False
GO:0005938,cell cortex,Mitochondrial dynamics and surveillance > Organelle contact sites,"Mitochondria can form contact sites with the plasma membrane and its associated cell cortex, influencing their localization and potential signaling interactions.",False
GO:0044877,protein-containing complex binding,"Protein import, sorting and homeostasis","This molecular function is fundamental to all aspects of mitochondrial protein import, assembly into complexes, and quality control by chaperones and proteases.",False
GO:0006111,regulation of gluconeogenesis,Metabolism > Carbohydrate metabolism > Gluconeogenesis,"Gluconeogenesis is a metabolic pathway with key steps occurring in the mitochondria, and its regulation is an integral part of mitochondrial carbohydrate metabolism.",False
GO:0006081,aldehyde metabolic process,Metabolism > Lipid metabolism > Fatty acid oxidation,Mitochondrial fatty acid oxidation (beta-oxidation) involves the production and metabolism of aldehyde intermediates.,False
GO:0006075,(1->3)-beta-D-glucan biosynthetic process,No appropriate pathway,"While not a direct mitochondrial process in animals, this biosynthetic process falls under the general category of cellular metabolism, which mitochondria support through ATP production.",False
GO:0031134,sister chromatid biorientation,Mitochondrial dynamics and surveillance,"Mitochondrial health and proper dynamics are essential for successful cell division, including accurate chromosome segregation, linking this process indirectly to mitochondrial surveillance of cellular fate.",False
GO:0006353,DNA-templated transcription termination,Mitochondrial central dogma > mtRNA metabolism > Transcription,"Mitochondria contain their own DNA and transcription machinery, performing DNA-templated transcription and its termination within the organelle.",False
GO:2000397,positive regulation of ubiquitin-dependent endocytosis,Signaling,"Mitochondria are key signaling hubs that can influence and be influenced by various cellular processes, including receptor trafficking and signaling pathways regulated by ubiquitin-dependent endocytosis.",False
GO:0046034,ATP metabolic process,OXPHOS > Complex V,"This GO term describes the synthesis of ATP, which is primarily carried out by ATP synthase (Complex V) within the mitochondrial oxidative phosphorylation pathway.",False
GO:0097177,mitochondrial ribosome binding,Mitochondrial central dogma > Translation > Mitochondrial ribosome,"This GO term directly refers to interactions with the mitochondrial ribosome, which is the core machinery for protein synthesis within the mitochondrial translation pathway.",False
GO:0004222,metalloendopeptidase activity,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases","Metalloendopeptidase activity is a type of protease activity, and proteases are crucial for maintaining protein homeostasis in mitochondria by degrading misfolded or damaged proteins and processing imported precursors.",False
GO:0031369,translation initiation factor binding,Mitochondrial central dogma > Translation > Translation factors,"This GO term describes the binding of factors essential for initiating protein synthesis, which are key components of the mitochondrial translation factors pathway.",False
GO:0043504,mitochondrial DNA repair,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,"This GO term explicitly describes the process of repairing mitochondrial DNA, which is a direct component of the mtDNA repair pathway under mitochondrial DNA maintenance.",False
GO:0006541,glutamine metabolic process,Metabolism > Amino acid metabolism > Glutamate metabolism,"Glutamine is metabolized to glutamate, which can then enter the mitochondrial glutamate metabolic pathway, often feeding into the TCA cycle.",False
GO:0004347,glucose-6-phosphate isomerase activity,Metabolism > Carbohydrate metabolism,"Glucose-6-phosphate isomerase is a key enzyme in carbohydrate metabolism, interconverting glucose-6-phosphate and fructose-6-phosphate, a process fundamental to energy metabolism integrated with mitochondrial function.",False
GO:0016757,glycosyltransferase activity,Metabolism,"Glycosyltransferase activity is involved in the synthesis of complex carbohydrates, glycoproteins, and glycolipids, representing a general metabolic process not specifically localized to a defined mitochondrial pathway in the hierarchy.",False
